ARTIGO_COR,ARTIGO,DESC_PRODUTO,COR,COR_DESCRICAO,NEGOCIO,PARTE,GRUPO,GENERO,COD_COTA,COLECAO,PIRAMIDE
H9LR1CEN,H9LR,CALCA FEM,1C,CODIFICAÇÃO 1C,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9LT1AEN,H9LT,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9LTLMWEN,H9LT,CALCA FEM,LMW,LARANJA ESCURO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9LTLNBEN,H9LT,CALCA FEM,LNB,LARANJA MEDIO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9LTWHBEN,H9LT,CALCA FEM,WHB,VERDE CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9LTN10EN,H9LT,CALCA FEM,N10,PRETO ESCURO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9LTN10EN,H9LT,CALCA FEM,N10,PRETO ESCURO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9LTHKGEN,H9LT,CALCA FEM,HKG,MARROM MEDIO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9LU1AEN,H9LU,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,NEWNESS
H9LV1ASN,H9LV,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,CORE
H9LV1ASN,H9LV,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9LWHJNSN,H9LW,CALCA FEM,HJN,MARROM CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,CORE
H9LW2USN,H9LW,CALCA FEM,2U,CODIFICAÇÃO 2U,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9LWEATSN,H9LW,CALCA FEM,EAT,OLIVA CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,CORE
H9LWEATSN,H9LW,CALCA FEM,EAT,OLIVA CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9LWNMCSN,H9LW,CALCA FEM,NMC,BEGE CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,CORE
H9LWNMCSN,H9LW,CALCA FEM,NMC,BEGE CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9LX1ASN,H9LX,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,CORE
H9LYHJNSN,H9LY,CALCA FEM,HJN,MARROM CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,CORE
H9LY2PSN,H9LY,CALCA FEM,2P,CODIFICAÇÃO 2P,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9M01ASN,H9M0,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,NEWNESS
H9M21AEN,H9M2,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,CORE
H9M21CEN,H9M2,CALCA FEM,1C,CODIFICAÇÃO 1C,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,CORE
H9M21BEN,H9M2,CALCA FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,CORE
H9M8NMCSN,H9M8,CALCA FEM,NMC,BEGE CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9M8NMCSN,H9M8,CALCA FEM,NMC,BEGE CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9MA1ASN,H9MA,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9MA1ASN,H9MA,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9MB1ASN,H9MB,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,NEWNESS
H9ML1ASN,H9ML,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,NEWNESS
H9MMNMCSN,H9MM,CALCA FEM,NMC,BEGE CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,NEWNESS
H9MN1BSN,H9MN,CALCA FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,NEWNESS
H9MQ1BEN,H9MQ,CALCA FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9MQLMWEN,H9MQ,CALCA FEM,LMW,LARANJA ESCURO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9MQ1AEN,H9MQ,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9MRHN6SN,H9MR,CALCA FEM,HN6,MARROM ESCURO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,NEWNESS
H9MRHLRSN,H9MR,CALCA FEM,HLR,MARROM CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,NEWNESS
H9MU1ASN,H9MU,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9MU1ASN,H9MU,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,CORE
H9MU1ASN,H9MU,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9MV1ASN,H9MV,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9MV1ASN,H9MV,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,124,OUTONO 2024,CORE
H9MV1ASN,H9MV,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,CORE
H9N5AZ2EN,H9N5,CALCA FEM,AZ2,AZUL MEDIO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,NEWNESS
H9N51ZEN,H9N5,CALCA FEM,1Z,CODIFICAÇÃO 1Z,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,NEWNESS
H9N5WLFEN,H9N5,CALCA FEM,WLF,VERDE CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,NEWNESS
H9N91ZEN,H9N9,CALCA FEM,1Z,CODIFICAÇÃO 1Z,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9NA1AEN,H9NA,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9NE1ASN,H9NE,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,NEWNESS
H9NG1ASN,H9NG,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9NJ1ASN,H9NJ,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,NEWNESS
H9NNHKGEN,H9NN,CALCA FEM,HKG,MARROM MEDIO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9NP1BEN,H9NP,CALCA FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9NP1AEN,H9NP,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9NQN10SI,H9NQ,CALCA FEM,N10,PRETO ESCURO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9NQHKGEN,H9NQ,CALCA FEM,HKG,MARROM MEDIO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9NQWLFSI,H9NQ,CALCA FEM,WLF,VERDE CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9NQHKGSI,H9NQ,CALCA FEM,HKG,MARROM MEDIO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9NRHLRSN,H9NR,CALCA FEM,HLR,MARROM CLARO,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,224,INVERNO 2024,NEWNESS
H9NU1ASN,H9NU,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9PJ1AEN,H9PJ,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,CORE
H9PL5BSN,H9PL,CALCA FEM,5B,CODIFICAÇÃO 5B,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,NEWNESS
H9QB1ASN,H9QB,CALCA FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,NEWNESS
H9QB1BSN,H9QB,CALCA FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,BOTTOMS,CALCAS,FEMININO,424,VERAO 2024,NEWNESS
HAF6N10EN,HAF6,VESTIDO CURTO FEM,N10,PRETO ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,ESSENCIAL
HAF6N10EN,HAF6,VESTIDO CURTO FEM,N10,PRETO ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,ESSENCIAL
HAF6N10EN,HAF6,VESTIDO CURTO FEM,N10,PRETO ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,ESSENCIAL
HAF6WLFEN,HAF6,VESTIDO CURTO FEM,WLF,VERDE CLARO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,SAZONAL
HAF6RGNEN,HAF6,VESTIDO CURTO FEM,RGN,VERMELHO ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,SAZONAL
HAF6RGNEN,HAF6,VESTIDO CURTO FEM,RGN,VERMELHO ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,SAZONAL
HAF6HCFEN,HAF6,VESTIDO CURTO FEM,HCF,MARROM ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,SAZONAL
HAF6HN1EN,HAF6,VESTIDO CURTO FEM,HN1,MARROM MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,SAZONAL
HAF61AEN,HAF6,VESTIDO CURTO FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,SAZONAL
HAF6EANEN,HAF6,VESTIDO CURTO FEM,EAN,OLIVA ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,SAZONAL
HAFR2DEN,HAFR,VESTIDO CURTO FEM,2D,CODIFICAÇÃO 2D,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,SAZONAL
HAFR1VEN,HAFR,VESTIDO CURTO FEM,1V,CODIFICAÇÃO 1V,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,SAZONAL
HAFR1ZEN,HAFR,VESTIDO CURTO FEM,1Z,CODIFICAÇÃO 1Z,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,SAZONAL
HAFR1LEN,HAFR,VESTIDO CURTO FEM,1L,CODIFICAÇÃO 1L,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,SAZONAL
HAFR2GEN,HAFR,VESTIDO CURTO FEM,2G,CODIFICAÇÃO 2G,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,SAZONAL
HAFR2EEN,HAFR,VESTIDO CURTO FEM,2E,CODIFICAÇÃO 2E,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,SAZONAL
HAFR2FEN,HAFR,VESTIDO CURTO FEM,2F,CODIFICAÇÃO 2F,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,SAZONAL
HAFR1JEN,HAFR,VESTIDO CURTO FEM,1J,CODIFICAÇÃO 1J,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,SAZONAL
HAFR1PEN,HAFR,VESTIDO CURTO FEM,1P,CODIFICAÇÃO 1P,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,SAZONAL
HAGX1BEN,HAGX,VESTIDO MIDI FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAH21DEN,HAH2,VESTIDO MIDI FEM,1D,CODIFICAÇÃO 1D,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAH21BEN,HAH2,VESTIDO MIDI FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAJF1CEN,HAJF,VESTIDO LONGO FEM,1C,CODIFICAÇÃO 1C,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAJF1HEN,HAJF,VESTIDO LONGO FEM,1H,CODIFICAÇÃO 1H,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HAJF1GEN,HAJF,VESTIDO LONGO FEM,1G,CODIFICAÇÃO 1G,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAJF1LEN,HAJF,VESTIDO LONGO FEM,1L,CODIFICAÇÃO 1L,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HAJF1KEN,HAJF,VESTIDO LONGO FEM,1K,CODIFICAÇÃO 1K,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HAJWN10EN,HAJW,VESTIDO LONGO FEM,N10,PRETO ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,NEWNESS
HAMPN10EN,HAMP,VESTIDO MIDI FEM,N10,PRETO ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAMPRGNEN,HAMP,VESTIDO MIDI FEM,RGN,VERMELHO ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAMR1CEN,HAMR,VESTIDO MIDI FEM,1C,CODIFICAÇÃO 1C,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAMR1BEN,HAMR,VESTIDO MIDI FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAMR1AEN,HAMR,VESTIDO MIDI FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAMUEASEN,HAMU,VESTIDO CURTO FEM,EAS,OLIVA MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAMUN10EN,HAMU,VESTIDO CURTO FEM,N10,PRETO ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAMUWG6EN,HAMU,VESTIDO CURTO FEM,WG6,VERDE MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAMUHN1EN,HAMU,VESTIDO CURTO FEM,HN1,MARROM MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAMX1CEN,HAMX,VESTIDO CURTO FEM,1C,CODIFICAÇÃO 1C,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAMX1BEN,HAMX,VESTIDO CURTO FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAMX1AEN,HAMX,VESTIDO CURTO FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAN21AEN,HAN2,VESTIDO MIDI FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAN21BEN,HAN2,VESTIDO MIDI FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HAN3HMZEN,HAN3,VESTIDO CURTO FEM,HMZ,MARROM ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,NEWNESS
HAN3HN1EN,HAN3,VESTIDO CURTO FEM,HN1,MARROM MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,NEWNESS
HAN3N10EN,HAN3,VESTIDO CURTO FEM,N10,PRETO ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,NEWNESS
HAN5HLREN,HAN5,VESTIDO MIDI FEM,HLR,MARROM CLARO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HAN5HKGEN,HAN5,VESTIDO MIDI FEM,HKG,MARROM MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAN5YVMEN,HAN5,VESTIDO MIDI FEM,YVM,AMARELO CLARO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HAN5HCFEN,HAN5,VESTIDO MIDI FEM,HCF,MARROM ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANC1AEN,HANC,VESTIDO CURTO FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANC1DEN,HANC,VESTIDO CURTO FEM,1D,CODIFICAÇÃO 1D,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANG1AEN,HANG,VESTIDO MIDI FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANH1BEN,HANH,VESTIDO MIDI FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANHHLEEN,HANH,VESTIDO MIDI FEM,HLE,MARROM MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANH1AEN,HANH,VESTIDO MIDI FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANHLMWEN,HANH,VESTIDO MIDI FEM,LMW,LARANJA ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANL1AEN,HANL,VESTIDO MIDI FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANL1BEN,HANL,VESTIDO MIDI FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANL1DEN,HANL,VESTIDO MIDI FEM,1D,CODIFICAÇÃO 1D,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HANNEANEN,HANN,VESTIDO CURTO FEM,EAN,OLIVA ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANNN10EN,HANN,VESTIDO CURTO FEM,N10,PRETO ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANQ1DEN,HANQ,VESTIDO CURTO FEM,1D,CODIFICAÇÃO 1D,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HANQ1AEN,HANQ,VESTIDO CURTO FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HANQ1BEN,HANQ,VESTIDO CURTO FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HANRHMZEN,HANR,VESTIDO LONGO FEM,HMZ,MARROM ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANRHN1EN,HANR,VESTIDO LONGO FEM,HN1,MARROM MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANT1AEN,HANT,VESTIDO MIDI FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,NEWNESS
HANT1BEN,HANT,VESTIDO MIDI FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,NEWNESS
HANT1DEN,HANT,VESTIDO MIDI FEM,1D,CODIFICAÇÃO 1D,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,NEWNESS
HANULMWEN,HANU,VESTIDO MIDI FEM,LMW,LARANJA ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,NEWNESS
HANV1AEN,HANV,VESTIDO CURTO FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HANV1AEN,HANV,VESTIDO CURTO FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANVWG6EN,HANV,VESTIDO CURTO FEM,WG6,VERDE MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,124,OUTONO 2024,CORE
HANW1AEN,HANW,VESTIDO CURTO FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANW1CEN,HANW,VESTIDO CURTO FEM,1C,CODIFICAÇÃO 1C,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HANW1DEN,HANW,VESTIDO CURTO FEM,1D,CODIFICAÇÃO 1D,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HAP11AEN,HAP1,VESTIDO LONGO FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAP21ZEN,HAP2,VESTIDO MIDI FEM,1Z,CODIFICAÇÃO 1Z,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAP2AZ2EN,HAP2,VESTIDO MIDI FEM,AZ2,AZUL MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAP51AEN,HAP5,VESTIDO LONGO FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAP51CEN,HAP5,VESTIDO LONGO FEM,1C,CODIFICAÇÃO 1C,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAP51BEN,HAP5,VESTIDO LONGO FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAP61BEN,HAP6,VESTIDO MIDI FEM,1B,CODIFICAÇÃO 1B,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAP61AEN,HAP6,VESTIDO MIDI FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,NEWNESS
HAP7N10EN,HAP7,VESTIDO CURTO FEM,N10,PRETO ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAP7LNBEN,HAP7,VESTIDO CURTO FEM,LNB,LARANJA MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAP9AZ2EN,HAP9,VESTIDO CURTO FEM,AZ2,AZUL MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAP9HKGEN,HAP9,VESTIDO CURTO FEM,HKG,MARROM MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAPCLNBEN,HAPC,VESTIDO LONGO FEM,LNB,LARANJA MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAPCHCFEN,HAPC,VESTIDO LONGO FEM,HCF,MARROM ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAPCHKGEN,HAPC,VESTIDO LONGO FEM,HKG,MARROM MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAPG1AEN,HAPG,VESTIDO LONGO FEM,1A,CODIFICAÇÃO 1A,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,224,INVERNO 2024,CORE
HAPYLNCEN,HAPY,VESTIDO MIDI FEM,LNC,LARANJA MEDIO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAPYWKBEN,HAPY,VESTIDO MIDI FEM,WKB,VERDE CLARO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
HAPYRGNEN,HAPY,VESTIDO MIDI FEM,RGN,VERMELHO ESCURO,HERING ADULTO,INTEIROS,VESTIDOS,FEMININO,424,VERAO 2024,CORE
